participants;   mantel lower;            mantel upper;          mantel sd;          mantel average;         elsim lower;          elsim upper;          elsim sd;               elsim average
47 ;            0.978901039992614 ;     0.9912477359349646 ;  0.0021161355456952103 ;  0.9864904728914738 ;  0.7974971941638608 ;  1.0 ;                  0.051194704001766525 ;  0.9043267436267436       
48 ;            0.9829011324611698 ;    0.9908232771132182 ;  0.001935114523067515 ;  0.987452068558722 ;  0.7808922558922557 ;  1.0 ;                  0.051541254528679296 ;  0.908272582972583
49 ;            0.9765129268645917 ;    0.991964722893828 ;  0.0021452296473067874 ;  0.9875948194833942 ;  0.7795679012345678 ;  1.0 ;                  0.04953260489800435 ;  0.9042193522526856        
50 ;            0.9810568260071441 ;    0.9919600941658032 ;  0.0021392776014242595 ;  0.987745180293552 ;  0.8169416386083053 ;  1.0 ;                  0.0492898633282206 ;  0.9108242344075678
51 ;            0.9816623209458695 ;    0.9921506510625869 ;  0.0021552669075264774 ;  0.9878847460860967 ;  0.7991638608305274 ;  1.0 ;                  0.047289883149368064 ;  0.9119207712041045      
52 ;            0.9805374379233734 ;    0.9919337564134305 ;  0.0021578722346990106 ;  0.9883284545222041 ;  0.7808922558922557 ;  1.0 ;                  0.054109224170449555 ;  0.911200176366843       
53 ;            0.9783998719529561 ;    0.9917481991096464 ;  0.0022780740582085666 ;  0.9886588644554581 ;  0.7974971941638608 ;  1.0 ;                  0.05383027817306626 ;  0.9011227914061247       
54 ;            0.9810150958459473 ;    0.992829278310829 ;  0.002310386311900118 ;  0.9888159313574573 ;  0.7808922558922557 ;  1.0 ;                  0.052986971865455985 ;  0.8998193121693121        
55 ;            0.9826621561412031 ;    0.9929883509561407 ;  0.0018922996741977996 ;  0.9890876784222215 ;  0.7974971941638608 ;  1.0 ;                  0.04847997057311732 ;  0.920014886964887        
56 ;            0.983816524163525 ;     0.99270990574476 ;  0.0017522304012079313 ;  0.9894035140534856 ;  0.7629292929292929 ;  1.0 ;                  0.048666686795093755 ;  0.914619721019721
57 ;            0.9825039880702227 ;    0.9933573388755244 ;  0.0017737252340931729 ;  0.9899478096623717 ;  0.7991638608305274 ;  1.0 ;                  0.048983916050206716 ;  0.9119646143979477      
58 ;            0.9848143247798214 ;    0.9933675948271024 ;  0.0017152393244918727 ;  0.990087619240636 ;  0.7991638608305274 ;  1.0 ;                  0.05018693686174734 ;  0.9224391935225269        
59 ;            0.9838573476234989 ;    0.9933426542038454 ;  0.0018101209278538922 ;  0.9900887836770813 ;  0.7991638608305274 ;  1.0 ;                  0.04696345431999052 ;  0.9140382475549143       
60 ;            0.9872183823452947 ;    0.9930961468358559 ;  0.001246072089573786 ;  0.9906043454808761 ;  0.7991638608305274 ;  1.0 ;                  0.048875094844419355 ;  0.9132166987333654       
61 ;            0.9856507877510929 ;    0.9934690989325883 ;  0.0015691192222186466 ;  0.9905788800372194 ;  0.7991638608305274 ;  1.0 ;                  0.04697590725814926 ;  0.9129647827481161       
62 ;            0.9865920922718971 ;    0.993960904290093 ;  0.0013386325378174457 ;  0.991082756830107 ;  0.7991638608305274 ;  1.0 ;                  0.05260922442900033 ;  0.9085902517235851
63 ;            0.9845242532473112 ;    0.9934360193528257 ;  0.0017754446515864711 ;  0.990741951640889 ;  0.7803367003367002 ;  1.0 ;                  0.051453542508385734 ;  0.9180548821548822       
64 ;            0.9874376785314726 ;    0.9936929771877774 ;  0.0012271786538865684 ;  0.9912879428161304 ;  0.7991638608305274 ;  1.0 ;                  0.0468168195290943 ;  0.9165698573031907        
65 ;            0.9862291279912374 ;    0.9943898894715932 ;  0.0015180066430183234 ;  0.9912739474907181 ;  0.8282996632996634 ;  1.0 ;                   0.04367973885923037 ;  0.9217651515151516       
66 ;            0.9891482956511745 ;    0.9938384193539239 ;  0.0010750944195457273 ;  0.9918442724859283 ;  0.8169416386083053 ;  1.0 ;                   0.04820684953953225 ;  0.9208917508417509       
67 ;            0.9873648294770939 ;    0.9942241003087494 ;  0.0011663336696102627 ;  0.9918749287470224 ;  0.7991638608305274 ;  1.0 ;                   0.04731856706401852 ;  0.916209090909091        
68 ;            0.9871398937024538 ;    0.9947477350022857 ;  0.0014544315882282553 ;  0.9922391022201766 ;  0.7991638608305274 ;  1.0 ;                   0.05103113889706449 ;  0.9132691117524451
69 ;            0.9900398763488681 ;    0.9950747201906802 ;  0.0010121397429745617 ;  0.9925000407549948 ;  0.7808922558922557 ;  1.0 ;                   0.042704158087931966 ;  0.9245050745550746      
70 ;            0.9891391842225178 ;    0.9950106054891513 ;  0.0011879541239983207 ;  0.9924289284509987 ;  0.7991638608305274 ;  1.0 ;                   0.04571295509093985 ;  0.9261810726310726       
71 ;            0.986787259950516 ;     0.9950463987413536 ;  0.0015101386994669814 ;  0.9925371977044 ;  0.7991638608305274 ;  1.0 ;                       0.048046717538367166 ;  0.9174585618085618
72 ;            0.9887398307422804 ;  0.9949317879207176 ;  0.0010273738727591482 ;  0.9928654874209951 ;  0.7991638608305274 ;  1.0 ;                       0.05042871583959992 ;  0.914891975308642        
73 ;            0.9882319010653906 ;  0.9949768971993558 ;  0.0012053232804914895 ;  0.992881445749724 ;  0.7808922558922557 ;  1.0 ;                       0.0544876461492383 ;  0.9144332451499119
74 ;            0.9895258503854593 ;  0.9953053570788367 ;  0.0011263727383536803 ;  0.9931249006532147 ;  0.8311111111111114 ;  1.0 ;                       0.044430067778074664 ;  0.9241776334776335      
75 ;            0.9897769842572908 ;  0.9955800784161971 ;  0.0011158717800682722 ;  0.9933376302724042 ;  0.8347194163860829 ;  1.0 ;                       0.04351850676919646 ;  0.929193899310566        
76 ;            0.9899841596857122 ;  0.9952928985260912 ;  0.0011625860866700986 ;  0.9934480020194406 ;  0.7991638608305274 ;  1.0 ;                       0.05103553397689396 ;  0.9203811928811929       
77 ;            0.9902156169942145 ;  0.9955761924162128 ;  0.0009339977299558555 ;  0.9937216828176355 ;  0.8169416386083053 ;  1.0 ;                       0.046409415070823114 ;  0.9259940115440115      
78 ;            0.9912099073360703 ;  0.9959141069506787 ;  0.0009656041909833768 ;  0.993728654392502 ;  0.8363860830527496 ;  1.0 ;                       0.039725737917578594 ;  0.9363543610710278       
79 ;            0.9910983673012493 ;  0.9960144588943269 ;  0.0009511237975171382 ;  0.9939809052183711 ;  0.7991638608305274 ;  1.0 ;                       0.047883495239328853 ;  0.9195695526695526      
80 ;            0.9909430069487127 ;  0.9957366802755988 ;  0.0009194723119202556 ;  0.9939578782689799 ;  0.7991638608305274 ;  1.0 ;                       0.048110101093236504 ;  0.9288694244027577      
81 ;            0.9911115636545919 ;  0.9955733170468231 ;  0.0008971746267746706 ;  0.9939754833208931 ;  0.8169416386083053 ;  1.0 ;                       0.04647169768480227 ;  0.9309374859708194       
82 ;            0.9897869627600265 ;  0.9960511776132787 ;  0.0009749234308279188 ;  0.9941518962985479 ;  0.7991638608305274 ;  1.0 ;                       0.04549415117918495 ;  0.9231305114638447       
83 ;            0.9920080025671714 ;  0.9965082790055192 ;  0.0009072491060236173 ;  0.9943129271238583 ;  0.7974971941638608 ;  1.0 ;                       0.05166242408396512 ;  0.9268274811608145       
84 ;            0.9919337020518737 ;  0.9962210422673125 ;  0.0008995857920130819 ;  0.9943542794343314 ;  0.8169416386083053 ;  1.0 ;                       0.041819424287007634 ;  0.9272039201539202      
85 ;            0.9916658660675557 ;  0.9963328423890268 ;  0.0009131903377767304 ;  0.9945637083500114 ;  0.8347194163860829 ;  1.0 ;                       0.04853519229294521 ;  0.9314222382555716       
86 ;            0.9912106093924608 ;  0.9959136011571705 ;  0.0008905576155238692 ;  0.9946706504165644 ;  0.7991638608305274 ;  1.0 ;                       0.050863602718943364 ;  0.9268748917748918      
87 ;            0.9928344824145047 ;  0.9962674090706404 ;  0.0007561474524820001 ;  0.994638060210521 ;  0.8458305274971943 ;  1.0 ;                       0.04047823737533939 ;  0.9356470418470418        
88 ;            0.9901915121048761 ;  0.9962398270958049 ;  0.0008781237174077288 ;  0.9948630517870005 ;  0.8339786756453422 ;  1.0 ;                       0.04467887861358141 ;  0.9269451980118647       
89 ;            0.9906288157269679 ;  0.9966497543308886 ;  0.0007840185061327578 ;  0.9950469879559398 ;  0.8282996632996634 ;  1.0 ;                       0.046828051783617305 ;  0.9304345919512587      
90 ;            0.9925494068373302 ;  0.9967499608994905 ;  0.0007582556216078839 ;  0.9949922967567615 ;  0.7991638608305274 ;  1.0 ;                       0.05001149663348635 ;  0.9340386564053231       
91 ;            0.992889651789688 ;  0.9966748733517298 ;  0.000695729117991423 ;  0.9951469700394877 ;  0.7991638608305274 ;  1.0 ;                         0.04850157625068103 ;  0.9318466249799584
92 ;            0.9934177330604275 ;  0.9968404595314795 ;  0.0007027959654229309 ;  0.9951516413017203 ;  0.7803367003367002 ;  1.0 ;                         0.04926459836099479 ;  0.9267419352252686       
93 ;            0.9925299870782395 ;  0.9969446698469894 ;  0.0007516845450777309 ;  0.9953026335162748 ;  0.7991638608305274 ;  1.0 ;                         0.04398266528960116 ;  0.9320754689754689       
94 ;            0.9930672377799092 ;  0.9966830264388125 ;  0.0006587138078363348 ;  0.9953489700825848 ;  0.8458305274971943 ;  1.0 ;                         0.04348395720384674 ;  0.9311288520121853       
95 ;            0.9940270075170033 ;  0.9965345703873999 ;  0.0006164098866016659 ;  0.9955082952802164 ;  0.7991638608305274 ;  1.0 ;                         0.047465482217045406 ;  0.9332258938592273      
96 ;            0.9927132347553335 ;  0.9969871839149448 ;  0.0007091278731730617 ;  0.9956498429305851 ;  0.8347194163860829 ;  1.0 ;                         0.045853874088604266 ;  0.9325460557960558      
97 ;            0.9942871343568871 ;  0.9966287209061764 ;  0.0005102621198104413 ;  0.9957673024302313 ;  0.8347194163860829 ;  1.0 ;                         0.03875068590836246 ;  0.9343747073913741       
98 ;            0.9931992897180811 ;  0.9970852799666126 ;  0.0006009969687330168 ;  0.9959066171065698 ;  0.8282996632996634 ;  1.0 ;                         0.04662476554138681 ;  0.9329317780984447       
99 ;            0.993768545950369 ;  0.9969919886890176 ;  0.0006415761622548271 ;  0.995829094149485 ;  0.8347194163860829 ;  1.0 ;                         0.04068686476003784 ;  0.9412352012185345
100 ;           0.9944533288466054 ;  0.9972385692960603 ;  0.0005891157761112952 ;  0.9960603141299424 ;  0.8347194163860829 ;  1.0 ;                         0.038898962557147324 ;  0.9364856341189675     
101 ;           0.9945189915105639 ;  0.9975650124805325 ;  0.0005446830160215471 ;  0.9961693243115798 ;  0.8347194163860829 ;  1.0 ;                         0.04601252315951195 ;  0.9349446208112875      
102 ;           0.994426640374172 ;  0.9973327125327076 ;  0.0005637270524196584 ;  0.9961439985597889 ;  0.8347194163860829 ;  1.0 ;                         0.041088428383690964 ;  0.9391122093955427      
103 ;           0.9948695871699698 ;  0.9975869970729446 ;  0.0005432328065214953 ;  0.9962770024248958 ;  0.7991638608305274 ;  1.0 ;                         0.0407259068339233 ;  0.9376685746352413       
104 ;           0.9940082172154817 ;  0.9974953843632685 ;  0.000568008687396326 ;  0.9963330975289783 ;  0.7991638608305274 ;  1.0 ;                         0.03802137094133527 ;  0.9372495510662177       
105 ;           0.9953770677962646 ;  0.9973412676549899 ;  0.0004398912323618342 ;  0.9964325172609367 ;  0.7991638608305274 ;  1.0 ;                         0.0435047382189973 ;  0.9435150953984287       
106 ;           0.9949278289880777 ;  0.9973579757337008 ;  0.00047352620554178877 ;  0.996471972456232 ;  0.8458305274971943 ;  1.0 ;                         0.04145541543717698 ;  0.9398128587461921      
107 ;           0.995185477074442 ;  0.9975844552776534 ;  0.0005740255554796698 ;  0.9964772397513939 ;  0.7991638608305274 ;  1.0 ;                         0.044941332860417134 ;  0.9415283950617284      
108 ;           0.994853441634572 ;  0.9976573264650875 ;  0.00048352457192339616 ;  0.9966617945522275 ;  0.7991638608305274 ;  1.0 ;                         0.044879218050909116 ;  0.9348821869488536     
109 ;           0.9955179719290873 ;  0.9976946035587829 ;  0.00046472578013756076 ;  0.9967568967460883 ;  0.8347194163860829 ;  1.0 ;                         0.042915990248704315 ;  0.9389531585698252    
110 ;           0.9951398108819097 ;  0.9979159230459725 ;  0.0005164256429488299 ;  0.99674208533955 ;  0.8458305274971943 ;  1.0 ;                            0.041117343507898155 ;  0.9410149029982363
111 ;           0.9956321003526739 ;  0.9979365503873747 ;  0.00044889903487134474 ;  0.9968753922488576 ;  0.8458305274971943 ;  1.0 ;  0.03941074512114603 ;  0.9361525012025012     
112 ;           0.9956019195515825 ;  0.9978730413133001 ;  0.0004809808207945102 ;  0.9969266868417087 ;  0.8458305274971943 ;  1.0 ;  0.037838572885551675 ;  0.9439351210517878     
113 ;           0.9959606079102923 ;  0.997797832395195 ;  0.0004003285758143017 ;  0.9970315589514743 ;  0.8821268237934908 ;  1.0 ;  0.03498045679016386 ;  0.9474869568702902       
114 ;           0.9956072697705054 ;  0.9978237916183165 ;  0.00047436028381023666 ;  0.996980633265146 ;  0.8458305274971943 ;  1.0 ;  0.03949333228835371 ;  0.9453843755010422      
115 ;           0.995486401593301 ;  0.9979598353475823 ;  0.00046646492239877773 ;  0.9970460888062461 ;  0.8458305274971943 ;  1.0 ;  0.03799123075997888 ;  0.9416750681417347      
116 ;           0.9957590313320104 ;  0.9980081826865846 ;  0.000516577735295234 ;  0.9971621769678545 ;  0.8347194163860829 ;  1.0 ;  0.04498067616392263 ;  0.9441681016514349       
117 ;           0.9957965769934572 ;  0.9981766990816643 ;  0.00041708278699524435 ;  0.9973055712786884 ;  0.8458305274971943 ;  1.0 ;  0.04025302808020815 ;  0.9425790764790765     
118 ;           0.9955442276896275 ;  0.9982425656132587 ;  0.0004295284737665055 ;  0.997288267440007 ;  0.8458305274971943 ;  1.0 ;  0.04066104423537243 ;  0.9390387766554433       
119 ;           0.9960097100520299 ;  0.9983861348852733 ;  0.000392477762263823 ;  0.9973857092898393 ;  0.8458305274971943 ;  1.0 ;  0.03833552582387623 ;  0.9469664101330768       
120 ;           0.9962477372875942 ;  0.9982190064826659 ;  0.00037845541278795283 ;  0.9974099361570841 ;  0.8458305274971943 ;  1.0 ;  0.03931174032508274 ;  0.941742480359147      
121 ;           0.9964059325376632 ;  0.9980957607860055 ;  0.0003665276001836774 ;  0.9974589850445981 ;  0.7991638608305274 ;  1.0 ;  0.0443481346649512 ;  0.9392569745069745       
122 ;           0.996351771232735 ;  0.9982616493398614 ;  0.0003724746576791381 ;  0.9975316477886493 ;  0.8347194163860829 ;  1.0 ;  0.040869219660720234 ;  0.9427043530543531      
123 ;           0.9963520634934585 ;  0.9983514971874232 ;  0.00036494878565899004 ;  0.9975737183741722 ;  0.8169416386083053 ;  1.0 ;  0.0388954623821484 ;  0.945004329004329       
124 ;           0.9962950488634212 ;  0.9984267014908519 ;  0.00031565721217020415 ;  0.9976223177047205 ;  0.8458305274971943 ;  1.0 ;  0.03344919954096713 ;  0.9416307760141094     
125 ;           0.9968674211002664 ;  0.9984366538839244 ;  0.00029617349743365785 ;  0.9977472419652438 ;  0.8458305274971943 ;  1.0 ;  0.037304632060610424 ;  0.9438172599005933    
126 ;           0.9968006034456638 ;  0.998323707620773 ;  0.00032113073368798524 ;  0.9977282462756228 ;  0.8458305274971943 ;  1.0 ;  0.0371973950293812 ;  0.9503986451819785       
127 ;           0.9970189774646471 ;  0.9984583215959898 ;  0.00030881401615353795 ;  0.9977804338784166 ;  0.8458305274971943 ;  1.0 ;  0.04215682337699689 ;  0.9431630591630591     
128 ;           0.9967954620658174 ;  0.9984852531192794 ;  0.0003731246649082058 ;  0.9977804028190087 ;  0.8347194163860829 ;  1.0 ;  0.038250426886496484 ;  0.9485323152156485     
129 ;           0.9965957510513979 ;  0.998704584527353 ;  0.00037039004928869087 ;  0.9978954457350306 ;  0.7991638608305274 ;  1.0 ;  0.035664151043838785 ;  0.9478949735449735     
130 ;           0.9970623800053557 ;  0.9985751092080601 ;  0.00027527854475408505 ;  0.9979494072331512 ;  0.8458305274971943 ;  1.0 ;  0.03692204298597264 ;  0.9481479878146545     
131 ;           0.9968795285829276 ;  0.9985224145769486 ;  0.00032834768588813735 ;  0.9979920130593773 ;  0.8458305274971943 ;  1.0 ;  0.0378896562061954 ;  0.9489396103896104      
132 ;           0.9972193541817741 ;  0.9986239386610462 ;  0.0002774962251456109 ;  0.9980305235142137 ;  0.8458305274971943 ;  1.0 ;  0.03943753148140796 ;  0.9533561087061087      
133 ;           0.9972960377262892 ;  0.9988417844958807 ;  0.000298512174228191 ;  0.9980849711529256 ;  0.885176366843033 ;  1.0 ;  0.03516174515822253 ;  0.953642937309604
134 ;           0.9974629739905038 ;  0.9987016524622914 ;  0.00026348709784208233 ;  0.9982041272239917 ;  0.8458305274971943 ;  1.0 ;  0.03345271660745088 ;  0.9531634840468174     
135 ;           0.9973161735527788 ;  0.9986465966378122 ;  0.0002350595934738769 ;  0.9981784071545569 ;  0.8458305274971943 ;  1.0 ;  0.0378225344798865 ;  0.9441298380631714       
136 ;           0.9973053460532345 ;  0.9986415455031544 ;  0.00024944683243670367 ;  0.9982296737616897 ;  0.858114478114478 ;  1.0 ;  0.0386589870945164 ;  0.950456629789963        
137 ;           0.9977048104279451 ;  0.9987539677786607 ;  0.00023174699615887998 ;  0.9982657279464192 ;  0.8458305274971943 ;  1.0 ;  0.03591133311489138 ;  0.9530559163059164     
138 ;           0.9972859170137721 ;  0.998756623314593 ;  0.0002569231534597821 ;  0.9982881675154899 ;  0.8458305274971943 ;  1.0 ;  0.03773380955529782 ;  0.9493626102292769       
139 ;           0.997613493249742 ;  0.998864245972692 ;  0.00026065196703050454 ;  0.9983455749804809 ;  0.8458305274971943 ;  1.0 ;  0.03852785054626164 ;  0.9543808802308802       
140 ;           0.997626578931208 ;  0.998761043368099 ;  0.00022235629001775094 ;  0.998401338177345 ;  0.8458305274971943 ;  1.0 ;  0.03354161331077136 ;  0.9508928491261824        
141 ;           0.9978763069820916 ;  0.9988607535789041 ;  0.00019978328146707142 ;  0.9984926037906824 ;  0.8458305274971943 ;  1.0 ;  0.033980358566840695 ;  0.9522603495270161    
142 ;           0.997848660409864 ;  0.998953024504516 ;  0.00022666338716239215 ;  0.9984694969004805 ;  0.8458305274971943 ;  1.0 ;  0.03500401523888523 ;  0.956627264710598        
143 ;           0.997965254885195 ;  0.9989116824023291 ;  0.0002251625965558257 ;  0.9985575727899282 ;  0.8458305274971943 ;  1.0 ;  0.03764669064317713 ;  0.9600324434824435       
144 ;           0.9979028188941096 ;  0.998963575357303 ;  0.00023766967459941862 ;  0.9985425390962417 ;  0.8821268237934908 ;  1.0 ;  0.030942109110021265 ;  0.955627441077441      
145 ;           0.9981238217876066 ;  0.9990068782978715 ;  0.00020854778829621426 ;  0.9985963123136612 ;  0.8821268237934908 ;  1.0 ;  0.03496220389435128 ;  0.9534997835497835
